city,index
Bayfield-Colorado,104.9
Bayfield-Wisconsin,247.9
Bayonne-New-Jersey,121.1
Bayou-La-Batre-Alabama,1027.2
Bayou-Vista-Texas,14.2
Bayport-Minnesota,45.9
Bayside-Wisconsin,32.5
Baytown-Texas,323.4
Beach-Haven-New-Jersey,486.1
Beachwood-New-Jersey,56.6
St.-Peters-Missouri,164.5
St.-Petersburg-Florida,321.4
St.-Robert-Missouri,411.2
St.-Stephen-South-Carolina,514.6
Stafford-Kansas,269.5
Stafford-Texas,371.4
Stallings-North-Carolina,105.9
Stallion-Springs-California,179.4
Stamford-Connecticut,131
Stamford-Texas,99.7
Stamping-Ground-Kentucky,20
Stamps-Arkansas,41.5
Standish-Michigan,8.3
Stanfield-Oregon,167.1
Stanford-Illinois,52.9
Stanford-Kentucky,47.8
Stanhope-New-Jersey,66.1
Stanley-North-Carolina,209.3
Stanley-North-Dakota,17.1
Stanley-Virginia,31.1
Stanley-Wisconsin,126.7
Stanton-California,159.3
Stanton-Kentucky,163.7
Stanton-Michigan,47.4
Stanton-Texas,183.4
Stanwood-Washington,130.2
Staples-Minnesota,189.5
Star-City-Arkansas,443.1
Star-City-West-Virginia,106.1
Star-North-Carolina,107.6
Starbuck-Minnesota,289.2
Starke-Florida,372.5
Starkville-Mississippi,229.7
State-Center-Iowa,49.7
State-College-Pennsylvania,80.5
Statesboro-Georgia,247.9
Statesville-North-Carolina,403
Statham-Georgia,144.4
Staunton-Illinois,118.7
Staunton-Virginia,169.4
Stayton-Oregon,174.1
Ste.-Genevieve-Missouri,84.1
Steamboat-Springs-Colorado,128.4
Steele-Alabama,158.3
Steele-Missouri,427.4
Steele-North-Dakota,134
Steelton-Pennsylvania,329.6
Steelville-Missouri,405.5
Steger-Illinois,269.6
Steilacoom-Washington,103.2
Stephens-City-Virginia,88
Stephenville-Texas,167
Sterling-Colorado,493
Sterling-Heights-Michigan,76.7
Sterling-Illinois,257
Sterling-Kansas,160
Sterling-Massachusetts,40.9
Sterlington-Louisiana,173.4
Steubenville-Ohio,285.9
Stevens-Point-Wisconsin,111.4
Stevenson-Alabama,215.1
Stevensville-Montana,168.2
Stewartstown-Pennsylvania,220.1
Stickney-Illinois,59.1
Stigler-Oklahoma,134.2
Stillwater-Minnesota,67.9
Stillwater-New-York,20.7
Stillwater-Oklahoma,226.8
Stilwell-Oklahoma,318.7
Stockbridge-Massachusetts,69.5
Stockbridge-Michigan,167.9
Stockertown-Pennsylvania,4.3
Stockton-California,570.7
Stockton-Illinois,58.6
Stockton-Utah,203.4
Stone-Harbor-New-Jersey,634.3
Stone-Mountain-Georgia,282.1
Stone-Park-Illinois,232
Stoneboro-Pennsylvania,11.1
Stoneham-Massachusetts,94.4
Stonewall-Louisiana,70.3
Stonewall-Oklahoma,518.9
Stonington-Connecticut,85.5
Stonington-Illinois,34.9
Storm-Lake-Iowa,195.7
Story-City-Iowa,134.7
Stoughton-Massachusetts,113.3
Stoughton-Wisconsin,117.9
Stover-Missouri,257.8
Stow-Massachusetts,19.4
Stow-Ohio,89.8
Stowe-Township-Pennsylvania,296.2
Stowe-Vermont,51.9
Strafford-Missouri,171.5
Strafford-New-Hampshire,9
Strasburg-Ohio,26.4
Strasburg-Pennsylvania,113.5
Strasburg-Virginia,99.8
Stratford-Connecticut,130.5
Stratford-New-Jersey,84.9
Stratford-Oklahoma,83.4
Stratford-Texas,10.9
Stratham-New-Hampshire,30.4
Stratton-Colorado,437
Streamwood-Illinois,109
Streator-Illinois,286.3
Streetsboro-Ohio,98.3
Stringtown-Oklahoma,27.7
Strongsville-Ohio,66.1
Stroud-Oklahoma,295.2
Strum-Wisconsin,32.2
Struthers-Ohio,141.8
Stuart-Florida,247.1
Sturbridge-Massachusetts,107.8
Sturgeon-Bay-Wisconsin,51.9
Sturgeon-Missouri,4.4
Sturgis-Kentucky,44.6
Sturgis-Michigan,316.8
Sturgis-South-Dakota,157.1
Sturtevant-Wisconsin,39.1
Stuttgart-Arkansas,503.1
Sudan-Texas,115.1
Sudbury-Massachusetts,49.1
Suffern-New-York,50
Suffield-Connecticut,35.4
Suffolk-Virginia,209
Sugar-Creek-Missouri,457
Sugar-Grove-Illinois,41.8
Sugar-Hill-New-Hampshire,13.8
Sugar-Land-Texas,110.6
Sugar-Notch-Pennsylvania,138.5
Sugarcreek-Ohio,116.8
Sugarcreek-Pennsylvania,50.3
Suisun-City-California,221.1
Sulligent-Alabama,325.3
Sullivan-City-Texas,335.7
Sullivan-Illinois,292.4
Sullivan-Missouri,439.6
Sullivan-s-Island-South-Carolina,89.8
Sulphur-Louisiana,298.8
Sulphur-Oklahoma,231.7
Sulphur-Springs-Arkansas,556.2
Sulphur-Springs-Texas,120.2
Sultan-Washington,102.4
Sumas-Washington,75.2
Sumiton-Alabama,119.7
Summerdale-Alabama,629.9
Summerfield-Illinois,8.5
Summerhill-Pennsylvania,44.3
Summerset-South-Dakota,144.5
Summersville-Missouri,277.2
Summersville-West-Virginia,143.4
Summerton-South-Carolina,464.3
Summerville-Georgia,44.9
Summerville-South-Carolina,277.4
Summit-Hill-Pennsylvania,41.9
Summit-Illinois,259.3
Summit-Mississippi,272
Summit-New-Jersey,34
Summit-Wisconsin,153.7
Sumner-Illinois,79.3
Sumner-Washington,341.4
Sumter-South-Carolina,499.3
Sun-Prairie-Wisconsin,90.6
Sun-Valley-Idaho,45.9
Sunapee-New-Hampshire,24.9
Sunbury-Ohio,48.6
Sunbury-Pennsylvania,127.8
Sundance-Wyoming,26.3
Sunderland-Massachusetts,85.1
Sunland-Park-New-Mexico,157.9
Sunny-Isles-Beach-Florida,130
Sunnyside-Washington,206.2
Sunnyvale-California,157.8
Sunray-Texas,45.4
Sunrise-Beach-Village-Texas,57.4
Sunrise-Florida,159.4
Sunset-Beach-North-Carolina,152.1
Sunset-Hills-Missouri,126.3
Sunset-Utah,97.5
Sunset-Valley-Texas,1013.2
Superior-Nebraska,98.2
Superior-Wisconsin,282.4
Surf-City-New-Jersey,168.5
Surf-City-North-Carolina,329.2
Surfside-Beach-South-Carolina,278
Surfside-Beach-Texas,324.9
Surfside-Florida,129.9
Surgoinsville-Tennessee,35.6
Surprise-Arizona,107.5
Surrey-North-Dakota,5.5
Susanville-California,364.5
Susquehanna-Depot-Pennsylvania,83.7
Sutherlin-Oregon,220.3
Sutter-Creek-California,131.1
Sutton-Massachusetts,66.4
Suttons-Bay-Michigan,85.1
Denver-Pennsylvania,96.4
Depew-New-York,100.8
Depew-Oklahoma,54.3
Deposit-New-York,50.5
Derby-Connecticut,160
Derby-Kansas,134.9
Dermott-Arkansas,131.3
Derry-New-Hampshire,94.2
Derry-Pennsylvania,6.4
Des-Arc-Arkansas,169
Des-Moines-Iowa,418.1
Des-Moines-Washington,256.3
Des-Peres-Missouri,314.8
Des-Plaines-Illinois,88.2
Desert-Hot-Springs-California,400.1
Desloge-Missouri,317.4
Detroit-Lakes-Minnesota,176.5
Detroit-Michigan,833.6
Devils-Lake-North-Dakota,283.2
Devine-Texas,78.3
Dewar-Oklahoma,98
Dewey-Beach-Delaware,543.1
Dewey-Oklahoma,158.3
Dexter-Maine,65.4
Dexter-Missouri,209.6
Dexter-New-Mexico,9.7
Dexter-New-York,4
Diamond-Bar-California,120.6
Diamond-Missouri,59.6
Diamondville-Wyoming,31.7
Diaz-Arkansas,92.7
Dibble-Oklahoma,106.8
Diboll-Texas,68.1
Dickinson-North-Dakota,140.2
Dickinson-Texas,234.8
Dickson-City-Pennsylvania,267.1
Dickson-Oklahoma,50.4
Dickson-Tennessee,410.6
Dierks-Arkansas,6.5
Dighton-Massachusetts,85.3
Dilley-Texas,107
Dillingham-Alaska,688.1
Dillon-Colorado,184.5
Dillon-Montana,66.7
Dillon-South-Carolina,1043.1
Dilworth-Minnesota,315.1
Dimmitt-Texas,202.8
Dinuba-California,263.8
District-Heights-Maryland,139.3
Dixfield-Maine,157
Dixmoor-Illinois,456
Dixon-California,163.7
Dixon-Illinois,242.5
Dixon-Missouri,342
Dobbs-Ferry-New-York,27.1
Dobson-North-Carolina,220
Dodge-City-Kansas,233.3
Dodgeville-Wisconsin,173.4
Doerun-Georgia,59.8
Dolgeville-New-York,24.5
Dolton-Illinois,546.7
Donalsonville-Georgia,180.8
Doniphan-Missouri,919.1
Donna-Texas,457.6
Donora-Pennsylvania,85.5
Dora-Alabama,445.9
Doral-Florida,135.2
Doraville-Georgia,424.9
Dormont-Pennsylvania,89.3
Dorris-California,169.5
Dos-Palos-California,404
Dothan-Alabama,453.9
Double-Oak-Texas,3.9
Double-Springs-Alabama,109.9
Douglas-Alabama,789.3
Douglas-Arizona,185
Douglas-Georgia,543.1
Douglas-Massachusetts,46.5
Douglas-Michigan,269.6
Douglas-Wyoming,119.2
Douglasville-Georgia,398.1
Dover-Arkansas,209.2
Dover-Delaware,456.2
Dover-Foxcroft-Maine,59.5
Dover-Massachusetts,13.2
Dover-New-Hampshire,81.3
Dover-New-Jersey,104.2
Dover-Ohio,97.2
Dover-Tennessee,207.5
Dover-Vermont,342.5
Dowagiac-Michigan,437
Downers-Grove-Illinois,96.4
Downey-California,215.8
Downingtown-Pennsylvania,118.5
Doylestown-Pennsylvania,46.3
Dracut-Massachusetts,45.2
Draper-Utah,148.3
Dresden-Tennessee,73.2
Drexel-Missouri,182.7
Drexel-North-Carolina,105.5
Driscoll-Texas,64.3
Drumright-Oklahoma,161.2
Dry-Ridge-Kentucky,82.5
Dryden-Michigan,85.3
Dryden-New-York,148.5
Du-Quoin-Illinois,82
DuBois-Pennsylvania,148.2
DuPont-Washington,104
Duarte-California,132.3
Dublin-California,132.3
Dublin-Georgia,488.4
Dublin-New-Hampshire,31.2
Dublin-Ohio,67
Dublin-Texas,52.7
Dublin-Virginia,129.8
Dubuque-Iowa,151.7
Duck-North-Carolina,269.2
Dudley-Massachusetts,113.6
Due-West-South-Carolina,65.3
Duenweg-Missouri,220.6
Duluth-Georgia,103.2
Duluth-Minnesota,303.8
Dumas-Arkansas,178.3
Dumas-Texas,161.7
Dumfries-Virginia,104.3
Dumont-New-Jersey,19.9
Dunbar-West-Virginia,386.3
Dunbarton-New-Hampshire,94.4
Duncan-Oklahoma,242.6
Duncan-South-Carolina,153.1
Duncannon-Pennsylvania,50.1
Duncansville-Pennsylvania,41.3
Duncanville-Texas,271.9
Dundas-Minnesota,31.4
Dundee-Florida,412.3
Dunedin-Florida,91.3
Dunellen-New-Jersey,141.8
Dunkirk-New-York,138.4
Dunlap-Tennessee,236.9
Dunmore-Pennsylvania,120.2
Dunn-North-Carolina,443.8
Dunnellon-Florida,362.8
Dunsmuir-California,392.6
Dunstable-Massachusetts,29.7
Dunwoody-Georgia,219.1
Dupo-Illinois,138.3
Dupont-Pennsylvania,64
Duquesne-Missouri,178.2
Duquesne-Pennsylvania,533.2
Durand-Illinois,74
Durand-Michigan,71.1
Durand-Wisconsin,105
Durango-Colorado,266.4
Durant-Oklahoma,323.2
Durham-New-Hampshire,27.5
Durham-New-York,4.5
Durham-North-Carolina,402.2
Duryea-Pennsylvania,86.7
Duvall-Washington,65
Duxbury-Massachusetts,35.1
Dwight-Illinois,95.7
Dyer-Arkansas,196.8
Dyer-Indiana,58.5
Dyer-Tennessee,100.7
Dyersburg-Tennessee,576.3
Dyersville-Iowa,60.3
Eagan-Minnesota,110.2
Eagar-Arizona,106
Eagle-Butte-South-Dakota,5.9
Eagle-Colorado,153
Eagle-Grove-Iowa,100.9
Eagle-Lake-Minnesota,88.6
Eagle-Lake-Texas,105.1
Eagle-Pass-Texas,146.5
Eagle-Point-Oregon,144
Eagle-River-Wisconsin,201.6
Eagle-Wisconsin,63.4
Earle-Arkansas,282.6
Earlville-Illinois,125.9
Early-Texas,269.2
Easley-South-Carolina,338.8
East-Alton-Illinois,287.1
East-Bangor-Pennsylvania,4.7
East-Berlin-Pennsylvania,7.8
East-Brewton-Alabama,299.8
East-Bridgewater-Massachusetts,73
East-Brookfield-Massachusetts,56.3
East-Brunswick-New-Jersey,67.5
East-Carbon-Utah,102.7
East-Carondelet-Illinois,469
East-Chicago-Indiana,424.9
East-Cleveland-Ohio,316.2
East-Conemaugh-Pennsylvania,226
East-Dublin-Georgia,323
East-Dubuque-Illinois,204.3
East-Dundee-Illinois,79.4
East-Earl-Pennsylvania,54.8
East-Ellijay-Georgia,1310.6
East-Fishkill-New-York,37.2
East-Galesburg-Illinois,30.7
East-Grand-Forks-Minnesota,92.2
East-Grand-Rapids-Michigan,57.2
East-Greenbush-New-York,123.2
East-Greenwich-Rhode-Island,40.2
East-Hampton-Connecticut,44.9
East-Hampton-New-York,55.3
East-Hartford-Connecticut,142.1
East-Haven-Connecticut,138
East-Hazel-Crest-Illinois,211
East-Helena-Montana,301.7
East-Jordan-Michigan,129.7
East-Kingston-New-Hampshire,23
East-Lansdowne-Pennsylvania,222.5
East-Lansing-Michigan,180
East-Liverpool-Ohio,103.9
Lawton-Oklahoma,456
Layton-Utah,161.8
Le-Center-Minnesota,14.1
Le-Claire-Iowa,70.5
Le-Mars-Iowa,158.7
Le-Roy-Illinois,101.4
Le-Roy-New-York,106.5
Le-Sueur-Minnesota,37.4
Leachville-Arkansas,194.8
Lead-South-Dakota,39.9
Leadington-Missouri,214.5
Leadville-Colorado,174.5
Leadwood-Missouri,328.8
League-City-Texas,121.8
Leakesville-Mississippi,51.3
Leander-Texas,92.7
Leasburg-Missouri,153.6
Leavenworth-Kansas,413.7
Leawood-Kansas,76.7
Lebanon-Illinois,73.1
Lebanon-Junction-Kentucky,17.2
Lebanon-Kentucky,164.8
Lebanon-Missouri,368
Lebanon-New-Hampshire,156
Lebanon-New-Jersey,20.6
Lebanon-Ohio,181.2
Lebanon-Oregon,167.7
Lebanon-Pennsylvania,170.2
Lebanon-Tennessee,251.6
Lebanon-Virginia,307.5
Lebo-Kansas,18
Ledyard-Connecticut,48.8
Lee-Massachusetts,116.6
Lee-New-Hampshire,35.4
Lee-s-Summit-Missouri,143.9
Leechburg-Pennsylvania,76.4
Leeds-Alabama,337.4
Leeds-Utah,20.7
Leesburg-Alabama,283.1
Leesburg-Florida,463.4
Leesburg-Georgia,336.3
Leesburg-Virginia,105.5
Leesville-Louisiana,552.1
Leeton-Missouri,28.9
Leetsdale-Pennsylvania,149.2
Lehi-Utah,93.3
Lehighton-Pennsylvania,179.9
Leicester-Massachusetts,136.3
Leighton-Alabama,398.6
Leitchfield-Kentucky,181.3
Leland-Grove-Illinois,5.4
Leland-Illinois,8.7
Leland-Mississippi,264.3
Leland-North-Carolina,109.1
Lemmon-South-Dakota,3.2
Lemon-Grove-California,271.2
Lemont-Illinois,86.4
Lemoore-California,213.6
Lena-Illinois,34.5
Lenexa-Kansas,113.7
Lennon-Michigan,62.2
Lennox-South-Dakota,91.7
Lenoir-City-Tennessee,230.3
Lenoir-North-Carolina,389
Lenox-Massachusetts,117.4
Lenzburg-Illinois,49.3
Leominster-Massachusetts,230.3
Leon-Iowa,91.5
Leon-Valley-Texas,259.1
Leonia-New-Jersey,40.2
Lepanto-Arkansas,125
Leslie-Michigan,67.1
Lester-Prairie-Minnesota,38.3
Level-Plains-Alabama,284.7
Levelland-Texas,488.6
Leverett-Massachusetts,20.2
Lewes-Delaware,104.1
Lewisburg-Kentucky,13.7
Lewisburg-Pennsylvania,125.6
Lewisburg-Tennessee,252.9
Lewisburg-West-Virginia,102.1
Lewisport-Kentucky,13
Lewiston-Idaho,189.3
Lewiston-Maine,211
Lewiston-Minnesota,21.2
Lewistown-Illinois,106.1
Lewistown-Montana,184.6
Lewistown-Pennsylvania,241.8
Lewisville-Arkansas,175.6
Lewisville-Texas,178.6
Lexington-Alabama,52.8
Lexington-Illinois,42.5
Lexington-Massachusetts,28.5
Lexington-Michigan,10.9
Lexington-Mississippi,330.2
Lexington-Missouri,99.5
Lexington-Nebraska,160.1
Lexington-North-Carolina,367.3
Lexington-Ohio,4.3
Lexington-Oklahoma,138
Lexington-South-Carolina,215.4
Lexington-Tennessee,266.1
Lexington-Texas,262
Lexington-Virginia,46
Libby-Montana,148
Liberal-Kansas,165.1
Liberal-Missouri,190.5
Liberty-Kentucky,48.3
Liberty-Lake-Washington,85.7
Liberty-Missouri,149.7
Liberty-New-York,383.3
Liberty-North-Carolina,60.3
Liberty-Pennsylvania,8.1
Liberty-South-Carolina,265.5
Liberty-Texas,191.6
Libertyville-Illinois,79.1
Licking-Missouri,113.1
Lighthouse-Point-Florida,98.1
Ligonier-Indiana,38
Ligonier-Pennsylvania,65.6
Lilburn-Georgia,190.8
Lillington-North-Carolina,233.9
Lima-Ohio,477
Limestone-Maine,59.5
Limon-Colorado,6.2
Lincoln-Alabama,494.6
Lincoln-Arkansas,272
Lincoln-California,65.4
Lincoln-City-Oregon,464.7
Lincoln-Illinois,178.1
Lincoln-Maine,111.3
Lincoln-Massachusetts,30.9
Lincoln-Michigan,96
Lincoln-Missouri,234.9
Lincoln-Nebraska,278.4
Lincoln-New-Hampshire,82.3
Lincoln-North-Dakota,55.9
Lincoln-Park-Michigan,284.5
Lincoln-Park-New-Jersey,26.8
Lincoln-Rhode-Island,120.9
Lincolnshire-Illinois,49.3
Lincolnton-Georgia,236.2
Lincolnton-North-Carolina,271.5
Lincolnville-Maine,60.1
Lincolnwood-Illinois,110.8
Lindale-Texas,169.6
Linden-Alabama,115.3
Linden-Michigan,34
Linden-New-Jersey,241.3
Linden-Texas,119.4
Lindenhurst-Illinois,36.2
Lindenwold-New-Jersey,371.9
Lindon-Utah,145.8
Lindsay-California,239.7
Lindsay-Oklahoma,280.6
Lindsborg-Kansas,84.1
Linesville-Pennsylvania,122
Lineville-Alabama,185.8
Linn-Creek-Missouri,57.1
Linn-Missouri,45.5
Linn-Wisconsin,23.3
Lino-Lakes-Minnesota,59.7
Linton-Indiana,140.4
Linwood-New-Jersey,67.8
Lipscomb-Alabama,344.6
Lisbon-Iowa,140.2
Lisbon-Maine,91.6
Lisbon-New-Hampshire,38.5
Lisbon-North-Dakota,117.9
Lisbon-Ohio,92
Lisle-Illinois,48.2
Litchfield-Illinois,176.1
Litchfield-Michigan,57
Litchfield-Minnesota,143.5
Litchfield-New-Hampshire,31.5
Bourbonnais-Illinois,147.1
Bourne-Massachusetts,147.6
Bovey-Minnesota,25.3
Bovina-Texas,72.8
Bow-Mar-Colorado,55.3
Bow-New-Hampshire,33.4
Bowdon-Georgia,189.4
Bowie-Maryland,104.5
Bowie-Texas,272.2
Bowling-Green-Florida,118.7
Bowling-Green-Kentucky,348.8
Bowling-Green-Missouri,184.1
Bowling-Green-Ohio,133.6
Bowman-North-Dakota,48.6
Bowman-South-Carolina,652.7
Box-Elder-South-Dakota,225.9
Boxborough-Massachusetts,31
Boxford-Massachusetts,6.9
Boyceville-Wisconsin,225.7
Boyd-Minnesota,12.3
Boyd-Texas,34.4
Boyertown-Pennsylvania,87
Boykins-Virginia,72.4
Boylston-Massachusetts,18.7
Boyne-City-Michigan,146.1
Boynton-Beach-Florida,342
Bozeman-Montana,180.8
Brackenridge-Pennsylvania,113.7
Bradbury-California,77.1
Braddock-Hills-Pennsylvania,6.6
Braddock-Pennsylvania,159.9
Bradenton-Beach-Florida,113.8
Bradenton-Florida,289.1
Bradford-Arkansas,103.8
Bradford-New-Hampshire,51.5
Bradford-Pennsylvania,353.1
Bradford-Tennessee,127.2
Bradford-Vermont,34.1
Bradley-Beach-New-Jersey,100.3
Bradley-Illinois,206.4
Brady-Texas,92.3
Braham-Minnesota,15.1
Braidwood-Illinois,104.5
Brainerd-Minnesota,336
Braintree-Massachusetts,88.5
Branchville-South-Carolina,119.7
Brandenburg-Kentucky,155.1
Brandon-Mississippi,84
Brandon-South-Dakota,31.6
Brandon-Vermont,142.6
Branford-Connecticut,74.8
Branson-Missouri,642.9
Branson-West-Missouri,1182.6
Braselton-Georgia,64.5
Brattleboro-Vermont,338.5
Brawley-California,230.4
Braymer-Missouri,9.4
Brazil-Indiana,196.2
Brazoria-Texas,225.4
Brea-California,202.1
Breaux-Bridge-Louisiana,478.7
Breckenridge-Colorado,305.4
Breckenridge-Hills-Missouri,311.1
Breckenridge-Michigan,25.4
Breckenridge-Minnesota,177.3
Breckenridge-Texas,144.9
Brecksville-Ohio,48.6
Breese-Illinois,68.5
Breezy-Point-Minnesota,8.3
Bremen-Georgia,307.9
Bremen-Indiana,131.1
Bremerton-Washington,291.2
Bremond-Texas,265.7
Brenham-Texas,261.4
Brent-Alabama,201.7
Brentwood-California,169.6
Brentwood-Maryland,206.9
Brentwood-Missouri,254.5
Brentwood-New-Hampshire,32.5
Brentwood-Pennsylvania,101.1
Brentwood-Tennessee,75.9
Brevard-North-Carolina,200.9
Brewer-Maine,146.8
Brewster-Massachusetts,94.9
Brewster-New-York,8.5
Brewster-Ohio,97.3
Brewster-Washington,214.9
Brewton-Alabama,319.1
Briar-Creek-Pennsylvania,106.9
Briarcliff-Manor-New-York,14.9
Bridge-City-Texas,126.2
Bridgeport-Alabama,119
Bridgeport-Connecticut,290.5
Bridgeport-Illinois,76.7
Bridgeport-Nebraska,54.7
Bridgeport-Ohio,75.2
Bridgeport-Pennsylvania,261.7
Bridgeport-Texas,142.1
Bridgeport-West-Virginia,128.3
Bridger-Montana,40.8
Bridgeton-Missouri,448.9
Bridgeton-New-Jersey,464.7
Bridgeview-Illinois,168.2
Bridgeville-Delaware,275.4
Bridgeville-Pennsylvania,88.1
Bridgewater-Massachusetts,71.1
Bridgewater-Pennsylvania,154.1
Bridgewater-Virginia,15.9
Bridgman-Michigan,59.4
Bridgton-Maine,80.5
Brielle-New-Jersey,36.9
Brier-Washington,57.6
Brigantine-New-Jersey,91.3
Brigham-City-Utah,181.9
Brighton-Alabama,1031
Brighton-Colorado,245.9
Brighton-Illinois,30.4
Brighton-Michigan,162.9
Brighton-New-York,100.3
Brighton-Tennessee,47.2
Brighton-Vermont,28.7
Brilliant-Alabama,241.1
Brillion-Wisconsin,109.4
Brimfield-Massachusetts,62.7
Brimfield-Ohio,122.8
Brinkley-Arkansas,418.2
Brisbane-California,241
Bristol-Connecticut,99.7
Bristol-New-Hampshire,235.2
Bristol-Pennsylvania,135.8
Bristol-Rhode-Island,53.6
Bristol-Tennessee,291.8
Bristol-Vermont,41.5
Bristol-Virginia,235.9
Bristow-Oklahoma,229.8
Broadmoor-California,186.9
Broadview-Heights-Ohio,6.2
Broadview-Illinois,272.8
Broadway-Virginia,16.1
Brockport-New-York,78.8
Brockton-Massachusetts,326.5
Brockway-Pennsylvania,131.2
Brodhead-Kentucky,54.1
Brodhead-Wisconsin,30.6
Broken-Arrow-Oklahoma,136.6
Broken-Bow-Nebraska,82.1
Broken-Bow-Oklahoma,610.2
Bronson-Michigan,332.8
Bronxville-New-York,24
Brook-Park-Ohio,61.2
Brookfield-Connecticut,44.1
Brookfield-Illinois,86.5
Brookfield-Missouri,183.4
Brookfield-Wisconsin,107
Brookhaven-Mississippi,369.2
Brookhaven-Pennsylvania,134.7
Brookings-Oregon,245.8
Brookings-South-Dakota,130
Brookland-Arkansas,189.1
Brooklawn-New-Jersey,565
Brooklet-Georgia,58.9
Brookline-Massachusetts,63.6
Brookline-New-Hampshire,17.9
Brooklyn-Center-Minnesota,321.9
Brooklyn-Heights-Ohio,84.7
Brooklyn-Illinois,671.4
Brooklyn-Ohio,312.4
Brooklyn-Park-Minnesota,290.2
Brooklyn-Wisconsin,27.1
Brookneal-Virginia,78.3
Brookport-Illinois,77.4
Brookshire-Texas,201
Brooksville-Florida,376.9
Brookville-Ohio,139.6
Brookville-Pennsylvania,59.4
Brookwood-Alabama,430.4
Broomfield-Colorado,170.2
Broussard-Louisiana,227.3
Brown-City-Michigan,83.9
Brown-Deer-Wisconsin,266.5
Brownfield-Texas,159.9
Brownsburg-Indiana,80.4
Brownstown-Indiana,209.3
Brownsville-Pennsylvania,151.9
Brownsville-Tennessee,622.9
Brownsville-Texas,230.2
Brownsville-Wisconsin,14
Brownton-Minnesota,22.1
Brownville-Maine,139.6
Brownville-New-York,3.7
Brownwood-Texas,297.5
Broxton-Georgia,575.7
Bruceton-Tennessee,150.7
Bruceville-Eddy-Texas,169.6
Brundidge-Alabama,86.8
Brunswick-Georgia,531.4
Brunswick-Maine,93.5
Brunswick-Maryland,138.2
Brunswick-Missouri,179.3
Brunswick-Ohio,38.1
Brush-Colorado,152
Brusly-Louisiana,144.3
Bryan-Ohio,15.4
Bryan-Texas,266
Bryant-Arkansas,239.3
Bryn-Athyn-Pennsylvania,44.7
Bryson-City-North-Carolina,313
Buchanan-Georgia,300.2
Buchanan-Michigan,313.3
Buchanan-New-York,59.7
Buckeye-Arizona,127.5
Buckeye-Lake-Ohio,419.6
Buckhannon-West-Virginia,170.6
Buckland-Massachusetts,140.7
Buckley-Washington,145.3
Buckner-Missouri,154.3
Bucksport-Maine,59.1
Bucyrus-Ohio,189.3
Buda-Illinois,38
Buda-Texas,102.4
Buellton-California,68.7
Buena-New-Jersey,89.9
Buena-Park-California,204.5
Buena-Vista-Colorado,44.1
Buena-Vista-Georgia,131.8
Buena-Vista-Michigan,454.2
Buena-Vista-Virginia,65.1
Buffalo-Grove-Illinois,49.3
Buffalo-Illinois,334.8
Buffalo-Iowa,123.4
Buffalo-Lake-Minnesota,173.5
Buffalo-Minnesota,119.5
Buffalo-Missouri,163
Buffalo-New-York,450.3
Buffalo-Wyoming,110
Buhl-Idaho,191.7
Buhler-Kansas,44.9
Bull-Shoals-Arkansas,74.1
Bull-Valley-Illinois,25.3
Bullard-Texas,74.7
Bullhead-City-Arizona,277
Bulverde-Texas,82.1
Lithonia-Georgia,498.6
Lithopolis-Ohio,50.3
Lititz-Pennsylvania,74.4
Little-Canada-Minnesota,32.2
Little-Compton-Rhode-Island,41.9
Little-Elm-Texas,109.3
Little-Falls-Minnesota,120.5
Little-Falls-New-Jersey,56.5
Little-Falls-New-York,129.7
Little-Ferry-New-Jersey,75.2
Little-Flock-Arkansas,181.3
Little-Rock-Arkansas,713.8
Little-Silver-New-Jersey,36.4
Littlefield-Texas,264.6
Littlestown-Pennsylvania,131
Littleton-Colorado,185.5
Littleton-Massachusetts,70.4
Littleton-New-Hampshire,246.6
Littleville-Alabama,49.7
Live-Oak-Florida,326.3
Live-Oak-Texas,227.8
Livermore-California,148.6
Livermore-Falls-Maine,262
Liverpool-New-York,18.2
Livingston-Alabama,224.9
Livingston-California,188.2
Livingston-Illinois,167.7
Livingston-Montana,307.7
Livingston-New-Jersey,63.5
Livingston-Tennessee,157.4
Livingston-Texas,435.6
Livonia-Michigan,120.8
Llano-Texas,101.6
Lloyd-Harbor-New-York,25.1
Lloyd-New-York,67
Loami-Illinois,103.2
Loch-Arbour-New-Jersey,329.6
Lochbuie-Colorado,116.6
Lock-Haven-Pennsylvania,140.6
Lockhart-Alabama,210.7
Lockhart-Texas,60.3
Lockland-Ohio,331.7
Lockney-Texas,166.1
Lockport-Illinois,71.3
Lockport-New-York,259.3
Lockwood-Missouri,50.7
Locust-Grove-Georgia,377.8
Locust-Grove-Oklahoma,156.3
Locust-North-Carolina,142.9
Lodi-California,236.1
Lodi-New-Jersey,91.2
Lodi-Wisconsin,53.4
Log-Lane-Village-Colorado,49.6
Logan-New-Mexico,139.7
Logan-Ohio,452.6
Logan-Utah,157.2
Logan-West-Virginia,516
Logansport-Indiana,232.8
Loganville-Georgia,151.2
Loma-Linda-California,209.4
Lombard-Illinois,119.8
Lomira-Wisconsin,76.1
Lomita-California,154.5
Lompoc-California,350.9
London-Kentucky,246.6
London-Mills-Illinois,49.5
London-Ohio,222.8
Londonderry-New-Hampshire,66.7
Lone-Grove-Oklahoma,15.5
Lone-Jack-Missouri,195.2
Lone-Oak-Kentucky,16.1
Lone-Star-Texas,289.2
Lone-Tree-Colorado,395.5
