City,State,Population,Population Male,Population Female,Sex Ratio Males per 100 Females,Under 5 Years,5 to 9 years,10 to 14 years,15 to 19 Years,20 to 24 Years,25 to 34 Years,35 to 44 Years,45 to 54 Years,55 to 59 Years,60 to 64 Years,65 to 74 Years,75 to 84 Years,85 Years or Over,Median Age,Under 18 Years,18 Years and Over,21 Years and Over,62 Years and Over,65 Years and Over,Males 18 Years and Over,Females 18 Years and Over,18 and Over Sex Ratio 1 Male to 100 Females,Males 65 Years and Over,Females 65 Years and Over,65 and Over Sex Ratio 1 Male to 100 Females,Single Race Population,Multiracial Population,White Population,Black or African American Population,American Indian and Alaska Native,Cherokee Tribal Grouping,Chippewa Tribal Grouping,Navajo Tribal Grouping,Sioux Tribal Grouping,Asian Population,Asian Indian Population,Chinese Population,Filipino Population,Japanese Population,Korean Population,Vietnamese Population,Other Asian Population,Native Hawaiian and Other Pacific Islander Population,Native Hawaiian Population,Guamanian or Chamorro Population,Samoan Population,Other Pacific Islander Population,Other Race Population,White and Black or African American Multiracial Population,White and American Indian and Alaskan Native Multiracial Population,White and Asian Multiracial Population,Black or African American and American Indian and Alaskan Native Multiracial Population,Hispanic or Latino Population,Mexican Population,Puerto Rican Population,Cuban Population,Other Hispanic or Latino Population,Elligible Voter Population,Elligible Male Voter Population,Elligible Female Voter Population
Blacksburg,VA,166109,83527,82582,101.1,8111,6747,7612,17890,25143,20681,17015,18732,10270,8139,14473,8597,2699,33.3,26300,139809,119042,30706,25769,69751,70058,99.6,11250,14519,77.5,163650,2459,145761,9537,825,-999999999,-999999999,-999999999,-999999999,6242,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,375,-999999999,-999999999,-999999999,-999999999,910,530,269,1362,0,4639,1601,511,244,2283,135503,67358,68145
Bloomington,IL,171517,82357,89160,92.4,9213,10895,10061,15381,21422,21096,21561,19006,10274,9164,13961,7116,2367,34,36449,135068,118663,28573,23444,64421,70647,91.2,10597,12847,82.5,167168,4349,143711,14048,141,-999999999,-999999999,-999999999,-999999999,8574,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,92,-999999999,-999999999,-999999999,-999999999,602,2277,492,942,0,8862,5196,323,263,3080,129435,61277,68158
Bloomington,IN,169230,84180,85050,99,7697,7686,7642,20936,25772,22079,18334,16378,8729,9511,14478,6636,3352,31.1,27902,141328,117593,30120,24466,69895,71433,97.8,10990,13476,81.6,164943,4287,148288,4950,234,-999999999,-999999999,-999999999,-999999999,10896,1944,3957,591,184,2287,738,1195,0,-999999999,-999999999,-999999999,-999999999,575,-999999999,-999999999,-999999999,-999999999,5286,-999999999,-999999999,-999999999,-999999999,133995,66248,67747
Bloomsburg,PA,83194,39889,43305,92.1,4016,3984,4502,6574,6899,9131,8980,10392,5776,6155,9353,5052,2380,41.8,15294,67900,62877,20454,16785,32301,35599,90.7,7123,9662,73.7,82770,424,79033,1051,61,-999999999,-999999999,-999999999,-999999999,2319,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,0,-999999999,-999999999,-999999999,-999999999,306,-999999999,-999999999,-999999999,-999999999,2463,-999999999,-999999999,-999999999,-999999999,67619,32109,35510
Bluefield,WV,105344,52691,52653,100.1,5418,6763,4613,6468,5712,11346,12121,12974,6782,9290,14051,6996,2810,45.2,20626,84718,80659,29923,23857,40739,43979,92.6,10463,13394,78.1,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,880,-999999999,-999999999,-999999999,-999999999,84416,40558,43858
Boise City,ID,749057,375966,373091,100.8,45651,48845,57231,51461,47211,105710,100844,89639,42798,47689,68636,33308,10034,37,185276,563781,535416,139407,111978,280808,282973,99.2,52500,59478,88.3,718601,30456,649809,7985,5786,231,195,959,480,13710,962,4946,1045,1441,1309,911,3096,968,-999999999,-999999999,-999999999,-999999999,40343,3386,6431,9160,345,104530,90349,2199,189,11793,541395,268892,272503
Boston,MA,4873019,2368551,2504468,94.6,256050,250431,275704,314481,343505,741891,615281,633753,345646,308334,452843,226345,108755,38.8,953269,3919750,3709078,969804,787943,1883142,2036608,92.5,341794,446149,76.6,4693067,179952,3643999,417727,10760,-999999999,-999999999,-999999999,-999999999,402083,103263,165730,15007,8548,20602,35890,53043,2251,1070,320,525,336,216247,80601,12008,46873,2057,567741,35736,143524,14868,373613,3530869,1684085,1846784
Boulder,CO,326196,163679,162517,100.7,14054,16224,19310,25823,33039,46369,40746,41228,21725,20132,28516,14321,4709,37,61507,264689,241779,59795,47546,132704,131985,100.5,21322,26224,81.3,317139,9057,291979,3897,1000,-999999999,-999999999,-999999999,-999999999,16360,2583,6253,838,1241,1493,756,3196,76,-999999999,-999999999,-999999999,-999999999,3827,1309,2018,3139,12,45579,31282,1573,1796,10928,247368,123939,123429
Bowling Green,KY,176816,86854,89962,96.5,11520,10625,12389,14979,17088,22855,22307,20389,11161,9612,14274,7768,1849,34.6,42008,134808,122736,30095,23891,65514,69294,94.5,10978,12913,85,171673,5143,150157,12062,641,-999999999,-999999999,-999999999,-999999999,5895,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,292,-999999999,-999999999,-999999999,-999999999,2626,3270,560,538,0,9084,4965,515,321,3283,125886,60110,65776
Bozeman,MT,114434,60133,54301,110.7,5796,5655,6704,9506,13184,19041,14983,11650,5809,6605,9723,4792,986,33.1,21926,92508,84163,19590,15501,48713,43795,111.2,7561,7940,95.2,111989,2445,106524,1027,1268,-999999999,-999999999,-999999999,-999999999,1179,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,0,-999999999,-999999999,-999999999,-999999999,1991,77,846,772,0,4558,-999999999,-999999999,-999999999,-999999999,91029,48195,42834
Brainerd,MN,94834,47008,47826,98.3,5299,5749,5836,4822,4355,9749,10204,10851,6558,8558,13221,7253,2379,46.3,20311,74523,72282,27750,22853,37024,37499,98.7,11022,11831,93.2,92886,1948,87403,768,3830,-999999999,-999999999,-999999999,-999999999,452,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,0,-999999999,-999999999,-999999999,-999999999,433,401,1134,112,25,1686,-999999999,-999999999,-999999999,-999999999,74165,36778,37387
Bremerton,WA,271473,138370,133103,104,15725,15153,15061,15173,19544,39866,34074,30320,18971,17679,31171,14831,3905,39.5,54938,216535,207144,60733,49907,110282,106253,103.8,22797,27110,84.1,252152,19321,218361,8171,3200,-999999999,-999999999,-999999999,-999999999,13800,1324,810,7844,1570,794,185,1273,2637,379,1431,760,67,5983,2849,4526,6395,86,22377,14259,1919,658,5541,210046,107448,102598
Bridgeport,CT,943332,459438,483894,94.9,51160,55168,63903,65820,59617,108198,117338,134758,69815,63757,84324,47764,21710,40.6,209662,733670,695020,189174,153798,352656,381014,92.6,67087,86711,77.4,910701,32631,678975,114682,984,-999999999,-999999999,-999999999,-999999999,50380,19680,11751,4493,1575,3234,1852,7795,516,-999999999,-999999999,-999999999,-999999999,65164,9185,2278,7682,941,193772,22386,52691,6890,111805,638357,300234,338123
Brownsville,TX,423163,206353,216810,95.2,32802,33355,38141,36223,30982,53297,50695,47582,21184,20204,33112,18061,7525,31.9,126621,296542,276391,70768,58698,141757,154785,91.6,25968,32730,79.3,419137,4026,396658,3910,902,-999999999,-999999999,-999999999,-999999999,2927,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,63,-999999999,-999999999,-999999999,-999999999,14677,297,789,116,0,380862,366696,437,1004,12725,238506,115701,122805
Brunswick,GA,119122,58397,60725,96.2,4393,7439,7727,7779,6732,14341,13694,16159,8107,8930,14763,6598,2460,43.7,24140,94982,90405,29080,23821,44957,50025,89.9,10417,13404,77.7,117525,1597,83822,29340,539,-999999999,-999999999,-999999999,-999999999,876,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,183,-999999999,-999999999,-999999999,-999999999,2765,-999999999,-999999999,-999999999,-999999999,6995,-999999999,-999999999,-999999999,-999999999,92895,43944,48951
Buffalo,NY,1127983,547091,580892,94.2,61125,58463,67540,69282,70447,159217,128658,137888,81815,83464,119679,60851,29554,40.8,226971,901012,859377,259579,210084,431993,469019,92.1,91371,118713,77,1099816,28167,889918,138971,7574,-999999999,-999999999,-999999999,-999999999,37247,11943,5855,1187,880,2174,1413,13795,602,-999999999,-999999999,-999999999,-999999999,25504,11664,3303,4701,905,59939,3390,41889,1618,13042,875231,419784,455447
Burlington,NC,169509,79966,89543,89.3,9967,9840,11130,13123,11327,21436,20590,21221,12095,9720,16507,9846,2707,38.5,37366,132143,124008,34268,29060,60764,71379,85.1,12231,16829,72.7,165257,4252,117967,34307,1471,-999999999,-999999999,-999999999,-999999999,3008,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,72,-999999999,-999999999,-999999999,-999999999,8432,2891,89,310,368,22130,15529,1116,7,5478,123223,55576,67647
Burlington,VT,219433,108248,111185,97.4,11157,11449,10419,16674,19766,30952,26981,26988,14771,14540,21124,11597,3015,38.3,40723,178710,164558,44310,35736,86927,91783,94.7,15939,19797,80.5,211577,7856,199636,5297,975,-999999999,-999999999,-999999999,-999999999,4733,1431,1269,225,138,76,281,1313,239,-999999999,-999999999,-999999999,-999999999,697,1205,1769,4275,0,4749,1035,1539,343,1832,171722,83435,88287
California,MD,113510,56505,57005,99.1,6808,6017,9042,7829,8793,14973,14409,14722,6033,9504,8854,4020,2506,37.5,27081,86429,81845,20418,15380,43055,43374,99.3,6774,8606,78.7,109084,4426,87179,17644,102,-999999999,-999999999,-999999999,-999999999,2390,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,0,-999999999,-999999999,-999999999,-999999999,1769,-999999999,-999999999,-999999999,-999999999,6342,-999999999,-999999999,-999999999,-999999999,84469,42142,42327
Canton,OH,397520,193637,203883,95,22128,21858,25477,25413,22924,45893,46499,50039,28252,29816,44704,25842,8675,42.8,84549,312971,297419,98179,79221,150634,162337,92.8,34996,44225,79.1,385778,11742,350492,29345,294,-999999999,-999999999,-999999999,-999999999,3556,1373,869,385,34,107,453,335,0,-999999999,-999999999,-999999999,-999999999,2091,5835,2296,1091,454,8368,3961,961,268,3178,310945,149430,161515
Cape Coral,FL,770577,378604,391973,96.6,34695,36716,39193,38936,36711,82852,80572,87188,50179,58872,119893,80073,24697,49.3,133898,636679,613664,258700,224663,309139,327540,94.4,107188,117475,91.2,756968,13609,644360,66440,1432,-999999999,-999999999,-999999999,-999999999,12761,3336,3447,2945,303,747,746,1237,951,-999999999,-999999999,-999999999,-999999999,31024,3934,2354,2614,0,173497,43731,35527,42809,51430,584536,284259,300277
Cheyenne,WY,99500,50766,48734,104.2,5576,7416,6188,6079,6466,14095,12167,11609,6463,6620,9872,4408,2541,37.6,22983,76517,72925,21155,16821,38715,37802,102.4,7520,9301,80.9,95550,3950,88060,1845,1872,-999999999,-999999999,-999999999,-999999999,1002,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,226,-999999999,-999999999,-999999999,-999999999,2545,1394,89,913,0,14842,-999999999,-999999999,-999999999,-999999999,74452,37312,37140
Chicago,IL,9457867,4628721,4829146,95.8,559718,563350,629706,617412,604464,1362574,1260403,1221994,620659,593047,834228,416854,173458,38,2129677,7328190,6970462,1770837,1424540,3544979,3783211,93.7,619682,804858,77,9181887,275980,6217855,1549577,28155,2173,805,954,0,652813,224694,124366,116431,19685,51776,25500,90361,3669,2282,348,511,528,729818,72853,26696,74333,5058,2132755,1647892,215330,20426,249107,6613093,3178986,3434107
Cape Girardeau,MO,93397,45481,47916,94.9,5373,5300,5179,6480,8090,11545,10366,11150,6639,6719,9137,5245,2174,39.6,19074,74323,69577,20704,16556,35556,38767,91.7,7423,9133,81.3,91410,1987,81539,7984,0,-999999999,-999999999,-999999999,-999999999,1286,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,71,-999999999,-999999999,-999999999,-999999999,530,-999999999,-999999999,-999999999,-999999999,2239,-999999999,-999999999,-999999999,-999999999,73945,35325,38620
Carbondale,IL,137159,67766,69393,97.7,7733,6374,8333,8981,13746,17448,16281,15748,8442,8814,14886,7527,2846,38.5,27367,109792,103522,30465,25259,53978,55814,96.7,11016,14243,77.3,133867,3292,115060,12342,825,-999999999,-999999999,-999999999,-999999999,3346,832,516,468,18,296,62,1154,283,-999999999,-999999999,-999999999,-999999999,2011,1734,705,296,0,4162,-999999999,-999999999,-999999999,-999999999,106916,52146,54770
Carson City,NV,55916,28480,27436,103.8,3209,3014,3334,3128,2654,7360,7061,6476,3850,3963,6976,4031,860,41.5,11357,44559,42861,13887,11867,22526,22033,102.2,5439,6428,84.6,53910,2006,48002,1204,1237,-999999999,-999999999,-999999999,-999999999,1519,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,18,-999999999,-999999999,-999999999,-999999999,1930,141,868,374,31,13889,11020,406,25,2438,40319,20424,19895
Casper,WY,79858,40278,39580,101.8,4300,5399,6272,5131,4476,11124,11009,8649,6232,4593,7549,3910,1214,38.7,19356,60502,57455,15242,12673,29691,30811,96.4,5765,6908,83.5,78162,1696,74769,1024,840,-999999999,-999999999,-999999999,-999999999,787,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,0,-999999999,-999999999,-999999999,-999999999,742,490,564,355,14,6969,-999999999,-999999999,-999999999,-999999999,60367,29691,30676
Cedar Rapids,IA,273032,134651,138381,97.3,16782,18475,17112,16980,16673,36765,33747,34866,18512,17411,25678,13957,6074,38.8,62895,210137,200403,54860,45709,102732,107405,95.6,20425,25284,80.8,265059,7973,242129,13515,1078,-999999999,-999999999,-999999999,-999999999,5701,2091,132,714,91,407,149,2117,0,-999999999,-999999999,-999999999,-999999999,2636,5060,664,1465,7,8540,5387,554,34,2565,204474,99832,104642
Centralia,WA,80707,41102,39605,103.8,4562,4730,4834,4849,4149,10043,9216,9219,6459,5339,10401,5226,1680,42.5,17206,63501,61163,20304,17307,31712,31789,99.8,8165,9142,89.3,73880,6827,71368,406,232,-999999999,-999999999,-999999999,-999999999,144,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,99,-999999999,-999999999,-999999999,-999999999,1631,95,4398,186,81,8500,-999999999,-999999999,-999999999,-999999999,61330,30017,31313
Chambersburg,PA,155027,76292,78735,96.9,9126,9269,10271,9194,7678,17790,19379,20281,9562,11266,16937,10395,3879,41.8,34235,120792,115568,38594,31211,58554,62238,94.1,13907,17304,80.4,152023,3004,140780,6252,1257,-999999999,-999999999,-999999999,-999999999,1498,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,65,-999999999,-999999999,-999999999,-999999999,2171,1692,375,656,0,9453,3291,652,562,4948,117116,56769,60347
Champaign,IL,226033,111928,114105,98.1,11745,11238,12989,23235,33419,30536,24944,22439,12385,11998,18243,8333,4529,31.7,42973,183060,158616,37564,31105,90036,93024,96.8,13556,17549,77.2,218953,7080,165493,28409,341,-999999999,-999999999,-999999999,-999999999,22681,5337,10471,1154,568,2449,1297,1405,240,-999999999,-999999999,-999999999,-999999999,1789,3269,227,2088,0,13367,9218,1145,305,2699,169017,82888,86129
Charleston,WV,257814,125831,131983,95.3,14768,13803,16267,13839,13958,31516,29524,32883,18598,19728,30962,14758,7210,43.1,54297,203517,197136,65073,52930,97739,105778,92.4,23857,29073,82.1,251874,5940,235610,12535,831,-999999999,-999999999,-999999999,-999999999,2248,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,113,-999999999,-999999999,-999999999,-999999999,537,3846,852,166,614,2803,-999999999,-999999999,-999999999,-999999999,201729,96589,105140
Charleston,SC,802122,391492,410630,95.3,47392,50614,47564,50325,47442,125024,108862,96644,56892,46393,78456,34730,11784,37.7,174188,627934,596121,152965,124970,302492,325442,92.9,56020,68950,81.2,778303,23819,533291,196281,2766,-999999999,-999999999,-999999999,-999999999,15737,2131,4675,4428,109,493,2548,1353,4628,-999999999,-999999999,-999999999,-999999999,25600,9730,4031,5276,1053,47070,23536,4796,966,17772,599951,287561,312390
Charlotte,NC,2636883,1277410,1359473,94,161041,163019,186039,178457,154294,374078,363543,365698,169471,152556,225009,104975,38703,37.7,616972,2019911,1916777,455934,368687,962523,1057388,91,159174,209513,76,2561079,75804,1731633,606879,9693,-999999999,-999999999,-999999999,-999999999,101189,42139,14161,7015,1740,5240,12714,18180,1124,-999999999,-999999999,-999999999,-999999999,110561,28075,8926,13902,3748,279017,123755,25406,8660,121196,1871675,884530,987145
Charlottesville,VA,218358,104995,113363,92.6,9931,11893,12017,16969,19120,28192,26029,26560,13773,14276,23842,11078,4678,38.9,41312,177046,163074,47900,39598,83276,93770,88.8,17267,22331,77.3,212445,5913,171989,27530,566,-999999999,-999999999,-999999999,-999999999,9628,2059,2842,960,427,956,868,1516,115,-999999999,-999999999,-999999999,-999999999,2617,2243,236,2205,0,11830,4511,1887,739,4693,170043,79170,90873
Chattanooga,TN,566153,277630,288523,96.2,33074,32956,34224,35884,32797,77097,70486,69761,36463,40577,59483,30842,12509,40.3,120432,445721,421524,127648,102834,213025,232696,91.5,45302,57532,78.7,552781,13372,458761,75097,1226,-999999999,-999999999,-999999999,-999999999,9159,3536,835,542,102,952,270,2922,338,-999999999,-999999999,-999999999,-999999999,8200,5530,2772,1457,1096,26530,10675,3123,448,12284,435007,207553,227454
Chico,CA,219186,108389,110797,97.8,11981,12587,12611,16231,21961,29152,24949,22520,12396,14239,24499,11868,4192,36.9,44456,174730,160986,49850,40559,85708,89022,96.3,18351,22208,82.6,205517,13669,175765,3984,2333,-999999999,-999999999,-999999999,-999999999,10365,1047,438,1589,742,659,53,5837,798,-999999999,-999999999,-999999999,-999999999,12272,2182,5295,3160,38,37731,31870,1468,77,4316,167905,82743,85162
Chillicothe,OH,76666,40620,36046,112.7,4439,4420,5086,3918,4343,10008,9893,10729,5533,5366,7664,3922,1345,40.5,16552,60114,58433,16166,12931,31690,28424,111.5,5819,7112,81.8,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,1061,-999999999,-999999999,-999999999,-999999999,59906,31603,28303
Cincinnati,OH,2219750,1089972,1129778,96.5,136538,138295,151396,151375,145963,296939,275652,278239,143860,155007,205959,99654,40873,38,515106,1704644,1608685,440428,346486,826328,878316,94.1,153677,192809,79.7,2159096,60654,1807761,269357,1901,-999999999,-999999999,-999999999,-999999999,61462,19562,16371,6555,2305,2773,5146,8750,741,-999999999,-999999999,-999999999,-999999999,17874,30360,8589,9949,2015,75803,30963,8624,2892,33324,1647993,796849,851144
Clarksburg,WV,91707,44591,47116,94.6,4173,4962,5799,5636,4132,10806,12100,13456,6648,6106,10617,4982,2290,43.7,18244,73463,70093,21302,17889,35977,37486,96,8137,9752,83.4,89912,1795,87377,904,0,-999999999,-999999999,-999999999,-999999999,574,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,226,-999999999,-999999999,-999999999,-999999999,831,-999999999,-999999999,-999999999,-999999999,1349,-999999999,-999999999,-999999999,-999999999,73039,35921,37118
Clarksville,TN,311073,156431,154642,101.2,26372,20923,21293,22951,26128,53778,40320,32478,14354,16037,22830,9751,3858,31.6,81064,230009,215018,46017,36439,114733,115276,99.5,16312,20127,81,295254,15819,221342,58954,1438,-999999999,-999999999,-999999999,-999999999,6235,1297,556,1428,424,1240,178,1112,1674,-999999999,-999999999,-999999999,-999999999,5611,5721,1637,3904,740,27566,14353,6926,178,6109,223179,111537,111642
Clearlake,CA,64386,31474,32912,95.6,3594,3817,4114,4343,1332,7711,7634,7120,4649,5706,9085,4569,712,44.5,13432,50954,48446,17582,14366,25083,25871,97,6724,7642,88,61044,3342,50669,1247,2540,-999999999,-999999999,-999999999,-999999999,499,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,27,-999999999,-999999999,-999999999,-999999999,6062,89,2354,143,0,14171,-999999999,-999999999,-999999999,-999999999,48201,22972,25229
Cleveland,TN,126801,61790,65011,95,7321,7961,6777,8472,7911,16235,16581,16411,8774,7995,12933,7451,1979,39.7,27763,99038,94183,27295,22363,47440,51598,91.9,9671,12692,76.2,124670,2131,113023,7103,260,-999999999,-999999999,-999999999,-999999999,1065,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,0,-999999999,-999999999,-999999999,-999999999,3219,-999999999,-999999999,-999999999,-999999999,7168,2601,2055,225,2287,96071,45566,50505
Cleveland,OH,2048449,989370,1059079,93.4,112508,113181,126735,125578,121653,267445,240665,256231,146316,148700,222908,115774,50755,41.4,428619,1619830,1545815,475351,389437,770082,849748,90.6,168061,221376,75.9,1990725,57724,1500381,405282,6118,-999999999,-999999999,-999999999,-999999999,50919,16198,11387,5122,1534,3990,3819,8869,1259,-999999999,-999999999,-999999999,-999999999,26766,29042,5439,8283,2769,125987,26673,74218,2578,22518,1572381,744950,827431
Coeur d'Alene,ID,165697,82636,83061,99.5,9538,11732,9873,10255,8738,20618,20385,20137,10874,11465,19095,9823,3164,40.7,37817,127880,121501,38575,32082,62239,65641,94.8,15170,16912,89.7,159936,5761,155439,340,1411,-999999999,-999999999,-999999999,-999999999,1971,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,9,-999999999,-999999999,-999999999,-999999999,766,849,1320,1209,0,8187,-999999999,-999999999,-999999999,-999999999,126057,61374,64683
College Station,TX,268101,133521,134580,99.2,17117,15636,14731,25270,45166,38828,31310,26459,12498,12202,16973,7966,3945,28.3,56179,211922,183220,36275,28884,106040,105882,100.1,13082,15802,82.8,261192,6909,210335,33845,118,-999999999,-999999999,-999999999,-999999999,13245,2769,3264,1979,201,1704,989,2339,373,-999999999,-999999999,-999999999,-999999999,3276,1490,914,2174,0,66156,57902,1252,525,6477,192527,95132,97395
Colorado Springs,CO,745791,377812,367979,102.7,47187,50790,46831,49279,59833,118962,94899,85574,45286,45792,63374,28636,9348,35,173922,571869,539886,127347,101358,289345,282524,102.4,46335,55023,84.2,697937,47854,594607,46017,6966,571,135,1110,0,20001,1092,3135,6508,863,4786,505,3112,2263,-999999999,-999999999,-999999999,-999999999,28083,11209,8054,10306,158,128854,72750,15244,3319,37541,554751,282427,272324
Columbia,MO,208548,102622,105926,96.9,11865,12276,12206,17757,27063,30997,24705,21130,12570,11168,15965,7758,3088,32.3,43388,165160,148341,33728,26811,79577,85583,93,11502,15309,75.1,198803,9745,170997,16891,824,-999999999,-999999999,-999999999,-999999999,9130,724,4070,493,0,2213,133,1497,94,-999999999,-999999999,-999999999,-999999999,867,4994,1183,1550,355,6889,4374,811,0,1704,156463,74526,81937
